date,traffic_source,search_engine,adv_engine,visits,users,avg_visit_duration_sec,bounce_rate,goal_conversion_rate
2025-06-17,Direct traffic,,,11.0,9.0,193.81818182,18.18181818,0.0
2025-06-20,Internal traffic,,,11.0,9.0,445.36363636,0.0,9.09090909
2025-07-05,Direct traffic,,,11.0,8.0,654.09090909,9.09090909,18.18181818
2025-07-09,,,,11.0,11.0,28.09090909,81.81818182,0.0
2025-07-20,Ad traffic,,Yandex: Direct,11.0,11.0,91.54545455,27.27272727,0.0
2025-08-11,Direct traffic,,,11.0,10.0,137.0,0.0,0.0
2025-08-16,Direct traffic,,,11.0,11.0,173.54545455,27.27272727,0.0
2025-08-18,Direct traffic,,,11.0,11.0,302.54545455,18.18181818,9.09090909
2025-08-24,Direct traffic,,,11.0,9.0,173.81818182,36.36363636,0.0
2025-08-28,Direct traffic,,,11.0,11.0,49.72727273,36.36363636,0.0
2025-08-31,Ad traffic,,Yandex: Direct,11.0,11.0,339.81818182,9.09090909,0.0
2025-09-10,Search engine traffic,"Google, search results",,11.0,11.0,116.72727273,9.09090909,0.0
2025-09-21,Direct traffic,,,11.0,10.0,166.18181818,36.36363636,0.0
2025-09-27,Internal traffic,,,11.0,10.0,208.18181818,18.18181818,18.18181818
2025-10-02,Internal traffic,,,11.0,11.0,93.63636364,0.0,0.0
2025-10-12,Internal traffic,,,11.0,8.0,349.90909091,0.0,9.09090909
2025-10-17,Direct traffic,,,11.0,11.0,697.54545455,0.0,9.09090909
2025-10-19,Direct traffic,,,11.0,11.0,21.90909091,45.45454545,9.09090909
2025-10-27,Internal traffic,,,11.0,11.0,239.72727273,18.18181818,0.0
2025-10-28,Direct traffic,,,11.0,9.0,103.72727273,18.18181818,0.0
2025-11-10,Internal traffic,,,11.0,10.0,103.0,0.0,0.0
2025-11-13,Direct traffic,,,11.0,10.0,264.90909091,18.18181818,0.0
2025-11-16,Internal traffic,,,11.0,7.0,127.18181818,18.18181818,0.0
2025-11-24,Internal traffic,,,11.0,10.0,238.90909091,9.09090909,9.09090909
2025-12-16,Direct traffic,,,11.0,9.0,337.36363636,36.36363636,0.0
2025-12-29,Internal traffic,,,11.0,7.0,100.54545455,36.36363636,0.0
2026-01-07,Internal traffic,,,11.0,9.0,263.18181818,18.18181818,18.18181818
2026-01-14,Internal traffic,,,11.0,9.0,300.90909091,45.45454545,0.0
2026-01-14,Direct traffic,,,11.0,8.0,676.63636364,9.09090909,9.09090909
2026-01-23,Internal traffic,,,11.0,10.0,75.36363636,36.36363636,0.0
2026-02-02,Direct traffic,,,11.0,11.0,329.45454545,0.0,0.0
2026-02-03,Internal traffic,,,11.0,10.0,314.09090909,9.09090909,0.0
2026-02-07,Internal traffic,,,11.0,8.0,263.72727273,27.27272727,0.0
2026-02-23,Internal traffic,,,11.0,9.0,156.45454545,9.09090909,0.0
2026-02-25,Internal traffic,,,11.0,11.0,317.63636364,9.09090909,9.09090909
2026-03-03,Search engine traffic,"Google, search results",,11.0,11.0,492.45454545,9.09090909,0.0
2026-03-05,Internal traffic,,,11.0,11.0,236.18181818,9.09090909,9.09090909
2026-03-14,Internal traffic,,,11.0,10.0,210.27272727,27.27272727,0.0
2026-03-27,Search engine traffic,"Google, search results",,11.0,10.0,124.18181818,18.18181818,0.0
2026-04-05,Internal traffic,,,11.0,10.0,123.18181818,27.27272727,9.09090909
2026-04-07,Ad traffic,,Yandex: Direct,11.0,11.0,263.0,9.09090909,0.0
2026-04-17,Internal traffic,,,11.0,7.0,286.36363636,27.27272727,0.0
2026-04-25,Search engine traffic,"Google, search results",,11.0,9.0,167.09090909,0.0,9.09090909
2025-04-09,Direct traffic,,,10.0,9.0,617.2,0.0,0.0
2025-04-10,Direct traffic,,,10.0,10.0,319.2,10.0,0.0
2025-04-11,Internal traffic,,,10.0,9.0,357.0,40.0,0.0
2025-04-30,Internal traffic,,,10.0,9.0,234.0,20.0,10.0
2025-05-07,Link traffic,,,10.0,10.0,19.5,10.0,0.0
2025-05-13,Link traffic,,,10.0,10.0,28.1,40.0,0.0
2025-05-22,Internal traffic,,,10.0,9.0,13.9,20.0,0.0
2025-05-22,Direct traffic,,,10.0,10.0,162.2,20.0,0.0
2025-05-30,Internal traffic,,,10.0,9.0,669.0,20.0,0.0
2025-05-31,Ad traffic,,Yandex: Direct,10.0,10.0,145.1,10.0,20.0
2025-06-15,Direct traffic,,,10.0,10.0,170.9,10.0,0.0
2025-06-21,Direct traffic,,,10.0,10.0,362.9,10.0,10.0
2025-06-28,Direct traffic,,,10.0,9.0,445.4,0.0,20.0
2025-07-03,Direct traffic,,,10.0,9.0,90.8,40.0,0.0
2025-07-12,Direct traffic,,,10.0,10.0,555.5,10.0,30.0
2025-07-19,Direct traffic,,,10.0,10.0,235.7,10.0,0.0
2025-07-27,Direct traffic,,,10.0,9.0,139.6,20.0,0.0
2025-08-03,Direct traffic,,,10.0,10.0,72.1,0.0,0.0
2025-08-05,Link traffic,,,10.0,10.0,159.9,10.0,0.0
2025-08-10,Internal traffic,,,10.0,9.0,55.3,0.0,0.0
2025-08-27,Direct traffic,,,10.0,9.0,114.3,30.0,0.0
2025-09-01,Direct traffic,,,10.0,10.0,328.4,20.0,10.0
2025-09-08,Direct traffic,,,10.0,10.0,590.9,0.0,10.0
2025-09-13,Direct traffic,,,10.0,9.0,72.7,30.0,0.0
2025-09-14,Direct traffic,,,10.0,8.0,266.5,0.0,0.0
2025-09-28,Internal traffic,,,10.0,10.0,524.3,10.0,10.0
2025-10-07,Internal traffic,,,10.0,9.0,81.0,30.0,0.0
2025-10-18,Internal traffic,,,10.0,10.0,107.2,40.0,0.0
2025-10-18,Direct traffic,,,10.0,7.0,281.8,20.0,0.0
2025-10-21,Search engine traffic,"Google, search results",,10.0,6.0,105.5,0.0,0.0
2025-11-05,Internal traffic,,,10.0,8.0,205.7,0.0,0.0
2025-11-05,Link traffic,,,10.0,10.0,34.9,0.0,0.0
2025-11-13,Internal traffic,,,10.0,7.0,811.8,0.0,10.0
2025-11-20,Direct traffic,,,10.0,10.0,32.2,40.0,0.0
2025-11-24,Direct traffic,,,10.0,9.0,147.4,10.0,0.0
2025-12-03,Internal traffic,,,10.0,9.0,413.2,10.0,10.0
2025-12-09,Direct traffic,,,10.0,10.0,156.0,20.0,0.0
2026-01-01,Internal traffic,,,10.0,9.0,96.4,30.0,10.0
2026-01-25,Internal traffic,,,10.0,8.0,41.0,10.0,0.0
2026-01-30,Internal traffic,,,10.0,9.0,232.8,40.0,0.0
2026-02-01,Internal traffic,,,10.0,9.0,78.4,20.0,0.0
2026-03-02,Search engine traffic,"Google, search results",,10.0,10.0,138.3,0.0,0.0
2026-03-04,Internal traffic,,,10.0,9.0,179.0,20.0,0.0
2026-03-09,Direct traffic,,,10.0,7.0,111.9,10.0,0.0
2026-03-10,Direct traffic,,,10.0,7.0,481.2,10.0,10.0
2026-03-16,Search engine traffic,"Google, search results",,10.0,10.0,363.6,10.0,0.0
2026-03-20,Direct traffic,,,10.0,6.0,227.0,0.0,0.0
2026-03-21,Internal traffic,,,10.0,10.0,186.0,0.0,0.0
2026-03-23,Internal traffic,,,10.0,10.0,240.2,10.0,0.0
2026-03-27,Direct traffic,,,10.0,8.0,336.0,0.0,0.0
2026-03-31,Internal traffic,,,10.0,10.0,85.2,20.0,0.0
2026-04-04,Internal traffic,,,10.0,8.0,131.1,20.0,10.0
2026-04-18,Direct traffic,,,10.0,9.0,347.0,20.0,0.0
2026-04-20,Search engine traffic,"Google, search results",,10.0,10.0,105.9,0.0,0.0
2026-05-03,Direct traffic,,,10.0,9.0,192.9,30.0,0.0
2026-05-06,Direct traffic,,,10.0,10.0,199.8,20.0,10.0
2026-05-12,Search engine traffic,"Google, search results",,10.0,10.0,133.8,0.0,0.0
2026-05-13,Link traffic,,,10.0,10.0,232.2,0.0,0.0
2025-04-23,Direct traffic,,,9.0,7.0,220.44444444,0.0,0.0
2025-04-25,Direct traffic,,,9.0,8.0,88.88888889,22.22222222,0.0
2025-04-26,Internal traffic,,,9.0,7.0,241.44444444,11.11111111,0.0
2025-05-14,Direct traffic,,,9.0,9.0,302.44444444,0.0,0.0
2025-05-30,Direct traffic,,,9.0,7.0,433.77777778,11.11111111,11.11111111
2025-06-14,Direct traffic,,,9.0,8.0,156.33333333,11.11111111,11.11111111
2025-06-16,Internal traffic,,,9.0,7.0,217.11111111,0.0,0.0
2025-06-21,Internal traffic,,,9.0,7.0,222.22222222,0.0,11.11111111
2025-06-29,Internal traffic,,,9.0,7.0,305.77777778,22.22222222,0.0
2025-07-20,Direct traffic,,,9.0,9.0,166.22222222,22.22222222,0.0
2025-08-06,Link traffic,,,9.0,8.0,255.33333333,0.0,0.0
2025-08-21,Direct traffic,,,9.0,7.0,55.66666667,44.44444444,0.0
2025-09-09,Link traffic,,,9.0,9.0,176.22222222,0.0,0.0
2025-09-14,Ad traffic,,Yandex: Direct,9.0,8.0,256.88888889,0.0,11.11111111
2025-09-16,Direct traffic,,,9.0,9.0,402.88888889,11.11111111,11.11111111
2025-09-18,Direct traffic,,,9.0,9.0,294.22222222,11.11111111,0.0
2025-09-19,Direct traffic,,,9.0,8.0,103.0,0.0,0.0
2025-09-29,Internal traffic,,,9.0,8.0,260.22222222,22.22222222,11.11111111
2025-10-09,Internal traffic,,,9.0,8.0,19.88888889,33.33333333,0.0
2025-10-09,Search engine traffic,"Google, search results",,9.0,7.0,286.66666667,11.11111111,0.0
2025-10-11,Search engine traffic,"Google, search results",,9.0,9.0,41.88888889,11.11111111,0.0
2025-10-16,Direct traffic,,,9.0,8.0,317.22222222,11.11111111,11.11111111
2025-10-19,Link traffic,,,9.0,9.0,30.88888889,44.44444444,0.0
2025-10-24,Direct traffic,,,9.0,8.0,1038.0,22.22222222,0.0
2025-10-29,Direct traffic,,,9.0,8.0,341.44444444,11.11111111,0.0
2025-11-08,Internal traffic,,,9.0,6.0,215.11111111,44.44444444,0.0
2025-11-09,Internal traffic,,,9.0,8.0,660.22222222,11.11111111,11.11111111
2025-11-11,Internal traffic,,,9.0,9.0,463.77777778,11.11111111,0.0
2025-11-17,Internal traffic,,,9.0,4.0,529.11111111,22.22222222,11.11111111
2025-11-18,Internal traffic,,,9.0,5.0,130.0,22.22222222,0.0
2025-12-13,Internal traffic,,,9.0,5.0,188.22222222,22.22222222,0.0
2025-12-16,Internal traffic,,,9.0,9.0,29.44444444,55.55555556,0.0
2025-12-27,Internal traffic,,,9.0,9.0,333.11111111,11.11111111,0.0
2026-01-03,Internal traffic,,,9.0,7.0,132.0,66.66666667,0.0
2026-01-05,Internal traffic,,,9.0,8.0,107.55555556,11.11111111,0.0
2026-01-15,Internal traffic,,,9.0,7.0,154.77777778,44.44444444,0.0
2026-01-19,Direct traffic,,,9.0,7.0,642.88888889,33.33333333,11.11111111
2026-01-22,Internal traffic,,,9.0,7.0,150.66666667,33.33333333,11.11111111
2026-01-31,Internal traffic,,,9.0,9.0,49.0,11.11111111,0.0
2026-02-05,Direct traffic,,,9.0,7.0,177.55555556,33.33333333,0.0
2026-02-13,Internal traffic,,,9.0,8.0,312.22222222,11.11111111,11.11111111
2026-02-18,Internal traffic,,,9.0,8.0,107.77777778,0.0,0.0
2026-02-24,Direct traffic,,,9.0,9.0,163.66666667,22.22222222,0.0
2026-02-27,Internal traffic,,,9.0,7.0,64.88888889,22.22222222,11.11111111
2026-02-28,Internal traffic,,,9.0,9.0,400.88888889,0.0,0.0
2026-03-04,Direct traffic,,,9.0,9.0,241.11111111,44.44444444,0.0
2026-03-06,Direct traffic,,,9.0,7.0,382.11111111,22.22222222,0.0
2026-03-08,Internal traffic,,,9.0,8.0,46.66666667,33.33333333,0.0
2026-03-11,Direct traffic,,,9.0,6.0,208.22222222,0.0,0.0
2026-03-12,Search engine traffic,"Google, search results",,9.0,9.0,116.11111111,11.11111111,0.0
2026-03-15,Internal traffic,,,9.0,8.0,131.0,0.0,0.0
2026-03-19,Search engine traffic,"Google, search results",,9.0,9.0,125.44444444,0.0,0.0
2026-03-20,Search engine traffic,"Google, search results",,9.0,9.0,341.33333333,0.0,0.0
2026-03-25,Search engine traffic,"Google, search results",,9.0,9.0,387.44444444,0.0,0.0
2026-03-29,Search engine traffic,"Google, search results",,9.0,9.0,148.55555556,11.11111111,0.0
2026-04-05,Direct traffic,,,9.0,8.0,341.0,33.33333333,11.11111111
2026-04-05,Search engine traffic,"Google, search results",,9.0,9.0,86.77777778,11.11111111,0.0
2026-04-07,Direct traffic,,,9.0,8.0,252.44444444,11.11111111,0.0
2026-04-25,Direct traffic,,,9.0,9.0,177.22222222,0.0,11.11111111
2026-04-27,Search engine traffic,"Google, search results",,9.0,8.0,160.0,0.0,11.11111111
2026-05-04,Search engine traffic,"Google, search results",,9.0,9.0,277.77777778,0.0,0.0
2026-05-05,Search engine traffic,"Google, search results",,9.0,9.0,233.77777778,0.0,0.0
2025-04-14,Direct traffic,,,8.0,8.0,786.5,0.0,0.0
2025-04-15,Direct traffic,,,8.0,6.0,209.625,12.5,0.0
2025-04-17,Direct traffic,,,8.0,8.0,113.5,50.0,0.0
2025-04-22,Internal traffic,,,8.0,8.0,46.875,25.0,12.5
2025-04-25,Internal traffic,,,8.0,8.0,92.5,12.5,0.0
2025-04-28,Direct traffic,,,8.0,6.0,22.5,50.0,12.5
2025-04-29,Direct traffic,,,8.0,7.0,198.625,12.5,0.0
2025-05-04,Ad traffic,,Yandex.Direct: Undetermined,8.0,5.0,184.25,37.5,0.0
2025-05-05,Direct traffic,,,8.0,7.0,226.375,25.0,0.0
2025-05-05,Ad traffic,,Yandex.Direct: Undetermined,8.0,5.0,63.375,0.0,0.0
2025-05-12,Direct traffic,,,8.0,8.0,81.125,12.5,0.0
2025-05-13,Direct traffic,,,8.0,7.0,828.75,12.5,0.0
2025-05-15,Internal traffic,,,8.0,6.0,585.625,0.0,12.5
2025-05-19,Ad traffic,,Yandex.Direct: Undetermined,8.0,7.0,122.625,62.5,0.0
2025-05-20,Direct traffic,,,8.0,7.0,40.875,0.0,0.0
2025-05-27,Internal traffic,,,8.0,7.0,677.0,0.0,0.0
2025-05-31,Direct traffic,,,8.0,8.0,137.75,25.0,0.0
2025-06-02,Direct traffic,,,8.0,6.0,40.0,25.0,0.0
2025-06-05,Internal traffic,,,8.0,6.0,146.375,12.5,12.5
2025-06-09,Direct traffic,,,8.0,7.0,65.25,0.0,0.0
2025-06-13,Internal traffic,,,8.0,7.0,196.5,37.5,0.0
2025-06-13,Direct traffic,,,8.0,8.0,380.0,12.5,0.0
2025-06-13,Ad traffic,,Yandex: Direct,8.0,8.0,278.25,0.0,12.5
2025-06-29,Ad traffic,,Yandex: Direct,8.0,8.0,689.875,0.0,12.5
2025-07-16,Ad traffic,,Yandex.Direct: Undetermined,8.0,6.0,316.0,12.5,0.0
2025-07-31,Search engine traffic,"Yandex, search results",,8.0,7.0,79.875,0.0,0.0
2025-08-03,Internal traffic,,,8.0,8.0,60.875,12.5,0.0
2025-08-06,Direct traffic,,,8.0,7.0,99.75,37.5,0.0
2025-08-11,Search engine traffic,"Google, search results",,8.0,8.0,160.375,0.0,0.0
2025-08-12,Link traffic,,,8.0,7.0,125.25,12.5,0.0
2025-08-13,,,,8.0,8.0,146.5,50.0,0.0
2025-08-15,Search engine traffic,"Google, search results",,8.0,8.0,181.625,12.5,0.0
2025-08-20,Direct traffic,,,8.0,8.0,388.0,25.0,0.0
2025-09-07,Direct traffic,,,8.0,8.0,240.625,0.0,12.5
2025-09-23,Direct traffic,,,8.0,7.0,457.125,12.5,0.0
2025-09-25,Search engine traffic,"Google, search results",,8.0,8.0,122.125,0.0,0.0
2025-09-26,Direct traffic,,,8.0,7.0,160.25,12.5,25.0
2025-10-01,Direct traffic,,,8.0,8.0,190.875,12.5,0.0
2025-10-03,Direct traffic,,,8.0,6.0,302.375,0.0,0.0
2025-10-06,Direct traffic,,,8.0,8.0,285.375,25.0,0.0
2025-10-07,Direct traffic,,,8.0,7.0,109.75,12.5,0.0
2025-10-11,Internal traffic,,,8.0,8.0,29.5,25.0,0.0
2025-10-13,Search engine traffic,"Google, search results",,8.0,7.0,55.75,0.0,0.0
2025-10-15,Internal traffic,,,8.0,8.0,156.0,0.0,0.0
2025-10-23,Direct traffic,,,8.0,8.0,232.125,12.5,0.0
2025-10-23,Search engine traffic,"Google, search results",,8.0,7.0,506.5,0.0,0.0
2025-10-24,Internal traffic,,,8.0,6.0,326.125,12.5,0.0
2025-10-29,Search engine traffic,"Google, search results",,8.0,8.0,142.375,0.0,0.0
2025-11-04,Direct traffic,,,8.0,7.0,82.125,25.0,0.0
2025-11-07,Direct traffic,,,8.0,7.0,461.125,12.5,0.0
2025-11-14,Internal traffic,,,8.0,7.0,385.125,0.0,0.0
2025-11-14,Direct traffic,,,8.0,7.0,133.25,37.5,0.0
2025-11-21,Direct traffic,,,8.0,8.0,322.125,25.0,0.0
2025-11-22,Internal traffic,,,8.0,8.0,359.625,25.0,12.5
2025-11-27,Internal traffic,,,8.0,8.0,56.0,0.0,0.0
2025-11-30,Internal traffic,,,8.0,7.0,223.375,0.0,0.0
2025-12-01,Search engine traffic,"Yandex, search results",,8.0,8.0,43.75,37.5,0.0
2025-12-02,Internal traffic,,,8.0,8.0,177.25,25.0,0.0
2025-12-06,Internal traffic,,,8.0,8.0,227.375,37.5,0.0
2025-12-09,Internal traffic,,,8.0,6.0,77.0,37.5,0.0
2025-12-10,Direct traffic,,,8.0,8.0,787.875,12.5,0.0
2025-12-12,Search engine traffic,"Google, search results",,8.0,6.0,210.125,25.0,0.0
2025-12-14,Internal traffic,,,8.0,6.0,185.625,37.5,12.5
2025-12-17,Internal traffic,,,8.0,6.0,96.5,25.0,0.0
2025-12-28,Internal traffic,,,8.0,6.0,275.875,0.0,0.0
2025-12-30,Internal traffic,,,8.0,6.0,77.75,0.0,0.0
2026-01-12,Direct traffic,,,8.0,8.0,48.25,12.5,0.0
2026-01-14,Search engine traffic,"Google, search results",,8.0,8.0,20.75,25.0,0.0
2026-01-23,Search engine traffic,"Google, search results",,8.0,8.0,65.0,62.5,0.0
2026-01-26,Direct traffic,,,8.0,7.0,15.25,37.5,0.0
2026-01-27,Internal traffic,,,8.0,6.0,476.25,0.0,0.0
2026-02-08,Internal traffic,,,8.0,6.0,280.0,25.0,0.0
2026-02-22,Internal traffic,,,8.0,6.0,195.75,25.0,12.5
2026-02-22,Direct traffic,,,8.0,5.0,248.125,12.5,0.0
2026-03-01,Direct traffic,,,8.0,5.0,358.625,12.5,0.0
2026-03-18,Search engine traffic,"Google, search results",,8.0,8.0,56.375,50.0,0.0
2026-03-22,Direct traffic,,,8.0,4.0,283.25,0.0,0.0
2026-03-29,Internal traffic,,,8.0,7.0,68.125,25.0,0.0
2026-03-30,Search engine traffic,"Google, search results",,8.0,8.0,101.875,0.0,0.0
2026-04-01,Search engine traffic,"Google, search results",,8.0,8.0,259.375,0.0,37.5
2026-04-10,Direct traffic,,,8.0,7.0,104.75,25.0,0.0
2026-04-13,Direct traffic,,,8.0,8.0,379.875,25.0,0.0
2026-04-26,Search engine traffic,"Google, search results",,8.0,7.0,136.75,0.0,0.0
2025-04-16,Internal traffic,,,7.0,4.0,23.42857143,14.28571429,0.0
2025-05-01,Ad traffic,,Yandex.Direct: Undetermined,7.0,7.0,9.28571429,42.85714286,0.0
2025-05-03,Internal traffic,,,7.0,6.0,32.14285714,42.85714286,0.0
2025-05-04,Internal traffic,,,7.0,5.0,225.14285714,14.28571429,14.28571429
2025-05-07,Ad traffic,,Yandex: Direct,7.0,7.0,84.0,0.0,0.0
2025-05-19,Direct traffic,,,7.0,6.0,75.42857143,0.0,14.28571429
2025-06-20,Direct traffic,,,7.0,7.0,49.0,14.28571429,0.0
2025-06-28,,,,7.0,7.0,0.0,100.0,0.0
2025-07-06,Link traffic,,,7.0,6.0,294.42857143,0.0,0.0
2025-07-09,Link traffic,,,7.0,6.0,169.0,0.0,0.0
2025-07-11,Link traffic,,,7.0,6.0,141.42857143,14.28571429,0.0
2025-07-11,,,,7.0,7.0,2.0,57.14285714,0.0
2025-07-14,Link traffic,,,7.0,6.0,88.71428571,14.28571429,0.0
2025-07-16,Link traffic,,,7.0,7.0,288.42857143,14.28571429,14.28571429
2025-07-20,Internal traffic,,,7.0,7.0,89.85714286,0.0,14.28571429
2025-07-21,Direct traffic,,,7.0,7.0,52.85714286,14.28571429,0.0
2025-07-24,Link traffic,,,7.0,6.0,59.85714286,14.28571429,0.0
2025-08-13,Link traffic,,,7.0,7.0,37.0,0.0,0.0
2025-08-20,Link traffic,,,7.0,7.0,136.42857143,0.0,0.0
2025-08-22,Search engine traffic,"Google, search results",,7.0,6.0,62.57142857,0.0,0.0
2025-08-25,Direct traffic,,,7.0,7.0,365.42857143,14.28571429,0.0
2025-08-26,Direct traffic,,,7.0,7.0,231.85714286,14.28571429,0.0
2025-09-04,Link traffic,,,7.0,6.0,71.42857143,14.28571429,0.0
2025-09-05,Direct traffic,,,7.0,3.0,775.28571429,14.28571429,0.0
2025-09-16,Search engine traffic,"Google, search results",,7.0,7.0,85.42857143,0.0,0.0
2025-09-19,Search engine traffic,"Google, search results",,7.0,7.0,159.42857143,0.0,0.0
2025-09-27,Search engine traffic,"Google, search results",,7.0,7.0,81.85714286,28.57142857,0.0
2025-09-28,Direct traffic,,,7.0,7.0,235.0,14.28571429,0.0
2025-09-30,Search engine traffic,"Google, search results",,7.0,6.0,67.71428571,14.28571429,0.0
2025-10-05,Internal traffic,,,7.0,7.0,45.71428571,14.28571429,0.0
2025-10-12,Direct traffic,,,7.0,7.0,874.14285714,0.0,0.0
2025-10-16,Search engine traffic,"Google, search results",,7.0,6.0,231.0,0.0,0.0
2025-10-25,Direct traffic,,,7.0,5.0,236.28571429,0.0,0.0
2025-10-30,Direct traffic,,,7.0,7.0,371.71428571,28.57142857,0.0
2025-11-03,Internal traffic,,,7.0,6.0,363.42857143,0.0,14.28571429
2025-11-06,Internal traffic,,,7.0,6.0,89.14285714,42.85714286,0.0
2025-11-07,Internal traffic,,,7.0,7.0,74.42857143,14.28571429,0.0
2025-11-12,Direct traffic,,,7.0,7.0,78.57142857,28.57142857,0.0
2025-11-17,Direct traffic,,,7.0,4.0,70.28571429,0.0,0.0
2025-11-19,Internal traffic,,,7.0,5.0,108.85714286,14.28571429,14.28571429
2025-11-22,Direct traffic,,,7.0,7.0,221.42857143,14.28571429,0.0
2026-01-05,Search engine traffic,"Google, search results",,7.0,7.0,31.0,14.28571429,0.0
2026-01-08,Search engine traffic,"Google, search results",,7.0,7.0,160.57142857,42.85714286,0.0
2026-01-12,Internal traffic,,,7.0,7.0,316.14285714,0.0,0.0
2026-01-17,Internal traffic,,,7.0,5.0,26.85714286,14.28571429,0.0
2026-01-27,Direct traffic,,,7.0,5.0,718.42857143,0.0,14.28571429
2026-01-27,Search engine traffic,"Google, search results",,7.0,7.0,56.57142857,0.0,0.0
2026-01-28,Direct traffic,,,7.0,7.0,90.57142857,42.85714286,0.0
2026-02-25,Direct traffic,,,7.0,7.0,146.28571429,14.28571429,0.0
2026-02-26,Internal traffic,,,7.0,6.0,254.28571429,28.57142857,0.0
2026-02-26,Ad traffic,,Yandex.Direct: Undetermined,7.0,5.0,24.28571429,42.85714286,0.0
2026-03-06,Internal traffic,,,7.0,7.0,352.57142857,0.0,0.0
2026-03-09,Internal traffic,,,7.0,6.0,75.85714286,28.57142857,0.0
2026-03-13,Search engine traffic,"Google, search results",,7.0,7.0,104.42857143,0.0,0.0
2026-03-14,Direct traffic,,,7.0,4.0,277.14285714,42.85714286,0.0
2026-03-15,Direct traffic,,,7.0,6.0,631.85714286,28.57142857,0.0
2026-03-15,Search engine traffic,"Google, search results",,7.0,7.0,240.42857143,0.0,0.0
2026-03-19,Direct traffic,,,7.0,4.0,95.14285714,0.0,0.0
2026-03-22,Internal traffic,,,7.0,7.0,478.85714286,0.0,0.0
2026-03-23,Search engine traffic,"Google, search results",,7.0,7.0,121.71428571,0.0,0.0
2026-03-24,Internal traffic,,,7.0,6.0,687.0,28.57142857,42.85714286
2026-04-02,Direct traffic,,,7.0,6.0,73.71428571,14.28571429,0.0
2026-04-02,Search engine traffic,"Google, search results",,7.0,7.0,172.71428571,14.28571429,0.0
2026-04-10,Search engine traffic,"Google, search results",,7.0,7.0,117.85714286,14.28571429,0.0
2026-04-11,Search engine traffic,"Google, search results",,7.0,7.0,88.85714286,0.0,0.0
2026-04-12,Search engine traffic,"Google, search results",,7.0,7.0,52.57142857,28.57142857,0.0
2026-04-14,Search engine traffic,"Google, search results",,7.0,6.0,549.71428571,14.28571429,14.28571429
2026-04-17,Direct traffic,,,7.0,6.0,210.28571429,14.28571429,14.28571429
2026-04-26,Direct traffic,,,7.0,7.0,304.57142857,0.0,0.0
2026-05-06,Search engine traffic,Yandex Mobile,,7.0,5.0,357.42857143,0.0,0.0
2026-05-09,Internal traffic,,,7.0,7.0,93.42857143,28.57142857,14.28571429
2026-05-11,Direct traffic,,,7.0,7.0,59.71428571,42.85714286,0.0
2025-04-04,Direct traffic,,,6.0,3.0,13.5,16.66666667,0.0
2025-04-09,Internal traffic,,,6.0,6.0,651.83333333,16.66666667,0.0
2025-04-18,Internal traffic,,,6.0,5.0,26.16666667,16.66666667,0.0
2025-04-23,Internal traffic,,,6.0,6.0,193.0,16.66666667,0.0
2025-04-29,Ad traffic,,Yandex.Direct: Undetermined,6.0,6.0,220.16666667,50.0,16.66666667
2025-05-02,Internal traffic,,,6.0,6.0,24.16666667,33.33333333,0.0
2025-05-03,Ad traffic,,Yandex.Direct: Undetermined,6.0,5.0,17.0,50.0,0.0
2025-05-04,,,,6.0,3.0,0.0,100.0,0.0
2025-05-07,Direct traffic,,,6.0,5.0,158.83333333,0.0,0.0
2025-05-08,Internal traffic,,,6.0,6.0,191.5,0.0,0.0
2025-05-09,Internal traffic,,,6.0,5.0,53.66666667,16.66666667,0.0
2025-05-11,Internal traffic,,,6.0,6.0,62.0,0.0,0.0
2025-05-12,Internal traffic,,,6.0,6.0,138.66666667,0.0,0.0
2025-05-14,Ad traffic,,Yandex.Direct: Undetermined,6.0,5.0,73.5,0.0,0.0
2025-05-25,Internal traffic,,,6.0,5.0,72.16666667,33.33333333,0.0
2025-05-25,Direct traffic,,,6.0,4.0,161.16666667,16.66666667,16.66666667
2025-05-27,Direct traffic,,,6.0,6.0,831.16666667,16.66666667,0.0
2025-06-01,Internal traffic,,,6.0,5.0,134.0,16.66666667,0.0
2025-06-06,Link traffic,,,6.0,6.0,71.5,50.0,0.0
2025-06-06,,,,6.0,6.0,0.0,100.0,0.0
2025-06-08,Ad traffic,,Yandex: Direct,6.0,6.0,206.33333333,0.0,0.0
2025-06-12,Internal traffic,,,6.0,4.0,908.0,0.0,16.66666667
2025-06-15,Ad traffic,,Yandex: Direct,6.0,6.0,186.83333333,0.0,0.0
2025-06-17,Search engine traffic,"Google, search results",,6.0,3.0,244.5,16.66666667,0.0
2025-06-26,Ad traffic,,Yandex.Direct: Undetermined,6.0,6.0,218.16666667,16.66666667,0.0
2025-07-02,Link traffic,,,6.0,6.0,133.0,0.0,0.0
2025-07-04,Link traffic,,,6.0,6.0,202.83333333,0.0,0.0
2025-07-08,Link traffic,,,6.0,6.0,753.0,0.0,0.0
2025-07-10,Search engine traffic,"Google, search results",,6.0,5.0,117.5,0.0,0.0
2025-07-19,Search engine traffic,"Yandex, search results",,6.0,5.0,139.33333333,16.66666667,0.0
2025-07-20,Link traffic,,,6.0,4.0,112.5,16.66666667,0.0
2025-07-25,Search engine traffic,"Yandex, search results",,6.0,6.0,191.66666667,0.0,0.0
2025-07-28,Ad traffic,,Yandex.Direct: Undetermined,6.0,6.0,19.33333333,33.33333333,0.0
